"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Fri May 15 03:09:22 UTC 2026","Fri May 15 03:09:22 UTC 2026","13","chromium","security/authorization/idor.spec.ts","","","","IDOR: sequential ID enumeration protection",""
"passed","Fri May 15 03:09:51 UTC 2026","Fri May 15 03:09:51 UTC 2026","20","chromium","security/input-attack/unicode.spec.ts","","","","Unicode: homograph attacks detected",""
"passed","Fri May 15 03:09:24 UTC 2026","Fri May 15 03:09:24 UTC 2026","6","chromium","security/cors/cors.spec.ts","","","","CORS: preflight requests properly validated",""
"skipped","Fri May 15 03:09:51 UTC 2026","Fri May 15 03:09:51 UTC 2026","22","chromium","security/oauth/token-expiration.spec.ts","OAuth token lifecycle checks","","","OAuth: logout invalidates bearer tokens",""
"passed","Fri May 15 03:09:51 UTC 2026","Fri May 15 03:09:51 UTC 2026","73","chromium","security/input-attack/file-traversal.spec.ts","","","","File Traversal: absolute paths rejected",""
"passed","Fri May 15 03:09:51 UTC 2026","Fri May 15 03:09:51 UTC 2026","31","chromium","security/input-attack/unicode.spec.ts","","","","Unicode: bidirectional text controlled",""
"passed","Fri May 15 03:09:40 UTC 2026","Fri May 15 03:09:40 UTC 2026","24","chromium","security/fuzzing/random-inputs.spec.ts","","","","Fuzzing: search/filter endpoints handle random inputs",""
"passed","Fri May 15 03:09:42 UTC 2026","Fri May 15 03:09:42 UTC 2026","92","chromium","security/headers/csp.spec.ts","","","","CSP: Content-Security-Policy header present",""
"passed","Fri May 15 03:09:43 UTC 2026","Fri May 15 03:09:43 UTC 2026","104","chromium","security/headers/hsts.spec.ts","","","","HSTS: max-age is sufficiently long",""
"skipped","Fri May 15 03:09:42 UTC 2026","Fri May 15 03:09:43 UTC 2026","125","chromium","security/headers/csp.spec.ts","","","","CSP: script-src directive is restrictive",""
"passed","Fri May 15 03:09:16 UTC 2026","Fri May 15 03:09:18 UTC 2026","2247","chromium","security/authentication/session-timeout.spec.ts","Session Timeout Security - High Priority","","","Concurrent sessions are properly managed",""
